Nama Produk,Kategori,Merk,Stok,Satuan,Harga Beli (HPP),Harga Jual,SKU
NaOH 70% 100 ml,,,99,Botol,17500,35000,
RYU MESIN BOR IMPACT DRILL 20V CORDLESS RCI20V - MESIN BOR ORIGINAL,ALAT,,1,unit,1090000,1600000,
SODIUM THIO SULFAT / Na2S2O3 250 gram,,,99,Pack,1,55000,
Sodium Hydroxide / NaOH Teknis 100 gram,,,5,Pack,1680,8000,
Reagen Barfoed 100 ml,CAIRAN REAGEN,,1,Botol,114208,143000,
Thidiazuron TDZ 98% TC cas 51707 55 2 @1gram,PADATAN PRO ANALIS,,1,Gram,52400,79000,
Fehling A @50ml,CAIRAN PRO ANALIS,,5,50ml,1,23500,
Fehling B @50ml,CAIRAN PRO ANALIS,,5,50ml,1,67000,
Reagen Benedict  50 ml,,,3,Pack,25000,37000,
MOLISCH 50 ML,CAIRAN PRO ANALIS,,5,Botol,60000,130000,
Reagen Barfoed @50ml,CAIRAN REAGEN,,1,50ml,1,115000,
Belerang Bubuk / Sulfur Powder  100 GR,,,12,Botol,2750,10000,
VASELIN KUNING / FLAVUM 100GR,,,9,Botol,1,18500,
Pyrazine @20gram,PADATAN PRO ANALIS,,1,Botol,1,2600000,
Alas Potong Kertas PVC Paper Cutting Mat A3 Double-Side - Hitam,ALAT,,1,unit,44600,78000,
Aluminium Hydroxide Teknis Al(OH)3 100  gram,PADATAN TEKNIS,,2,Pack,16000,27000,
Iron Chloride FeCl3 @500gram,PADATAN TEKNIS,,1,500 gr,1,47000,
POTASSIUM CHLORIDE / KCl @500gram,PADATAN TEKNIS,,1,500 gr,1,115000,
Corong Pisah Pyrex 500ml teplon,GLASSWARE,,1,Pcs,300000,450000,
MAGNESIUM CARBONATE (MgCO3) 250 gram,,,9,Pack,1,50000,
Botol PUMP 250ml,LAINNYA,,3,Pcs,3000,5000,
"Murashige & Skoog Basal Medium W/Vitamin, 10L //RF.BS//",PADATAN PRO ANALIS,M519-0010_phyt,1,Botol,310800,437500,
Tali Rafia Bintang Warna @1Kg,LAINNYA,,10,Pcs,16000,24000,
Daia Deterjen+Softener 800,LAINNYA,,1,Pcs,17000,23000,
Bayclin Pemutih 1Liter,LAINNYA,,11,Pcs,21000,37500,
"Yuri Handsoap @3,7Liter",LAINNYA,,1,Pcs,140000,189000,
Swallow Toilet Colour Ball,LAINNYA,,1,Pcs,14500,20000,
Korek Api Jress Sinar @10,LAINNYA,,1,Pack,27500,37500,
Scotch Brite Sabut Spons @1,LAINNYA,,1,Pcs,36000,49000,
Energizer Max AA 2,LAINNYA,,1,Pcs,17000,23000,
Energizer Max AA 2+1,LAINNYA,,1,Pcs,17000,23000,
Energizer Max AAA 2+1,LAINNYA,,1,Pcs,15500,21000,
Energizer Max AAA 2,LAINNYA,,1,Pcs,15500,21000,
Karet Gelang Cap Tiga Sembilan,LAINNYA,,1,Pcs,12000,16500,
Sunlight Jeruk Nipis @910ml,LAINNYA,,1,Pcs,24500,33500,
Wipol Botol @750ml,LAINNYA,,1,Botol,35500,48000,
Minyak Jagung CCO RRT @2Liter,CAIRAN TEKNIS,,1,Botol,114500,155000,
Plastik KLIP 15x10,PLASTIK,,1,Pcs,10000,13500,
Plastik KLIP 24x16,PLASTIK,,1,Pcs,24000,32500,
QuEChERS AOAC Waxed Fruit and Vegetables Clean up Tube (25/pk),LAINNYA,Q0050-15V,2,Pack,1968310,2650000,
QuEChERS EN Waxed Fruit and Vegetables Clean up Tube (25/pk),LAINNYA,Q0060-15V,2,Pack,1968310,2650000,
YMCHPLC Column Hydrosphere C18 Pore:12075mm Lx 4.6mm ID 3u,ALAT,HS12S03-L546WT,1,Pcs,12470520,14350000,
"GLASS INSERT,SPL-2010",GLASSWARE,221-41444-01,1,Pcs,968090,1305000,
"1.5mL clear screw vial with cap, Silicone white/PTFE blue septa, slit, 100/pk",ALAT,226-54110-61,1,Pack,1004220,1356000,
Regulator Oxygen Morris Harris Style No. 201 / Regulator Oksigen,ALAT,,1,unit,653000,882000,
Box Foam SSLI @50,ALAT,,3,Pcs,11500,15500,
Box Foam Tanggung @30,ALAT,,1,Pcs,12500,17000,
Cup Ic Bintang Bening 100ml @4000,ALAT,,1,slop,7500,10000,
Tutup Cup Ice Cream 1* @2000,ALAT,,1,slop,2000,3000,
Saos Klir 25ml @2000,LAINNYA,,1,slop,6500,9000,
Cutting Mat Paper CPM-01 A3 BLACK,ALAT,,1,unit,44300,66500,
Plastik Pouch 14x22 (25pcs) @pack,PLASTIK,,1,Pack,10900,15000,
Kuas 3/4 @pcs,ALAT,,1,Pcs,5000,7000,
Glukosa 2 % 500 ML,,,98,Botol,1,60000,
Kuas 2 @pcs,ALAT,,1,Pcs,9000,12500,
Saringan @pcs ABC,ALAT,,1,Pcs,17000,23000,
Bak Segi Ukuran 4/7 @pcs,ALAT,,1,Pcs,95000,128500,
Saringan Ukuran 12 @pcs,ALAT,,1,Pcs,10000,13500,
TW @300ml,ALAT,,1,Pcs,21000,28500,
Sendok Plastik,ALAT,,1,Pcs,12000,16500,
Bakar A3 @pack,ALAT,,1,pack,6000,8500,
20x20 @pack,ALAT,,1,Pack,24000,32500,
Shovel Mini,ALAT,,1,Pcs,60000,81000,
Gunting Paralon,ALAT,,1,unit,100000,135000,
Kabel Lampu @pcs,ALAT,,1,Pcs,50000,67500,
Povinal KCL,ALAT,,1,Dos,26500,36000,
Cutter BSR,ALAT,,1,Pcs,16000,22000,
Tepung Kedelai @1Kg,PADATAN TEKNIS,,10,1 Kg,43280,65000,
Plastik PP Wayang 30x45 @5kg,PLASTIK,,1,Pack,11067,17000,
Plastik PP Wayang 20x35 @2kg,PLASTIK,,1,Pack,11067,17000,
Plastik PP Wayang 15x27 @1kg,PLASTIK,,1,Pack,11067,17000,
Plastik PP Wayang 22x40 @3kg,PLASTIK,,1,Pack,11067,17000,
Plastik PP Wayang 10x17 @1/4kg,PLASTIK,,1,Pack,11067,17000,
"KAIN BELACU TEBAL BLACU PUTIH lebar 155 cm bahan hordeng craft goodie - putih beras BW, 1 ROLL=32 MTR",ALAT,,1,Pcs,471900,708000,
Label Tanda Tanaman 100pcs Kebun Gantung - Putih,ALAT,,1,Pack,32500,49000,
Hidroponik LKS50 Tray semai/Bibit/Pot 1pcs 50 lubang ukuran 54x28x4.2cm (min 1pcs),ALAT,9482,1,Pcs,9334,14500,
Hidroponik Alas Tray Semai GPT550F Tebal 0.8mm 54x28x6 Cm,ALAT,10392,1,Pcs,12833,19500,
Hidroponik Tray Semai/Seeding Tray Cover Ukuran 54x28x9 Cm,ALAT,13015,1,Pcs,22333,34000,
Selai Kaca @330mm,BOTOL,,1,Pcs,6000,8500,
Manila @liter,ALAT,,1,Liter,2000,3000,
Lakban Benny (B) @slop,ALAT,,1,slop,54000,73000,
Gunting Juk 838 @pcs,ALAT,,1,Pcs,7000,9500,
Straples Juk HD-10 @pcs,ALAT,,1,Pcs,8000,11000,
Isi Straples 6W no 10 @pack,ALAT,,1,Pack,17000,23000,
Lakban Fragile @rol,ALAT,,1,Roll,13000,18000,
SODIUM THIOSULFAT / Na2S2O3 Teknis,,,3,Kg,35000,30000,
Sleeping Bag Cabin Polar Tebal Model Tikar Antarestar Adventure,ALAT,,1,Pcs,144334,195000,
HCL 2 % 1 L,MBAK MIRZA,,9,Botol,1,30000,
HCL 7% 1 liter,MBAK MIRZA,,100,Botol,1,36000,
Tissue Culture Flask 25 cm / filter screw cap 4 x 1/1 cases,,LS-TPP-90026,40,Pack,272218,340281,
"NaClO2 Sodium Chlorite 25%, LAB, 1 ml @Ecer",CAIRAN PRO ANALIS,,10,ml,9000,10000,
Solasi 24mm,ALAT,,1,Pcs,21000,30000,
Thermometer Infrared IRtek IR 50i Merk Austalia,ALAT,,1,unit,1750000,2625000,
"Asam Asetat 0,1 M 1 Liter",MBAK MIRZA,,45,1 L,1,38000,
SODIUM ACETATE ANHYDROUS FOR ANALYSIS,PADATAN PRO ANALIS,1.062.680.250,1,250 gr,856900,1078000,
"JENSEN*S MEDIUM AGAR, @500G",PADATAN PRO ANALIS,M710-0500_Him*,1,Botol,666000,1000000,
TTSS / TOLUENE 200 (170),CAIRAN TEKNIS,BB-TTS,1,Drum,4050000,8700000,
Pinset Anatomi SS 14 CM OM,ALAT,,1,Pcs,8991,13000,
Safeglove Exam M 100BH,ALAT,,1,Box,34033,54000,
Chromic Acid @100gram,PADATAN TEKNIS,,20,100 gr,1,40000,
CHROMIC ACID TK 550GR,MBAK MIRZA,,1,Botol,1,110000,
Alat Tembak Sealant,ALAT,,1,biji,25000,34000,
PLAK BAN EOY PJR B,ALAT,,1,Pcs,27000,37000,
Labu leher 3 50ml,GLASSWARE,,1,Pcs,165000,247500,
Hand Sprayer 100ml,ALAT,HS-2,5,Pcs,4000,5000,
Hand Sprayer @500ml,ALAT,HS-1,1,Pcs,8000,10000,
Kapas Berlemak @500gr OneMed,ALAT,,1,Pcs,21217,32000,
Uni-T Ut373 Digital Laser Tachometer Rpm Meter Ukur Kecepatan Put ia8,ALAT,,1,unit,400200,1607000,
Kutil TCA 90% 10 ML,PADATAN PRO ANALIS,,1,Botol,198000,277500,
UNI-T DIGITAL LASER DISTANCE METER 40 METER,ALAT,,1,unit,368700,2143000,
Kaporit Granular,PADATAN TEKNIS,,1,1 Kg,43100,55000,
HCL 10 % 100 ML,,,48,Botol,3000,10000,
"KMNO4 0,1 N 100 ML",,,48,Botol,5000,18000,
"Perkamen / Kertas Obat 7,5 x 10",,,4,rim,19000,30000,
Ebuliometer PYREX 500ml,GLASSWARE,,1,Set,750000,1150000,
FRUCTOSE POWDER 100 gram,,,99,Pack,1,50000,
TCCA / KAPORIT GRANULAR 90% 50 KG,PADATAN TEKNIS,,1,Drum,1400000,2100000,
Formalin 40% 100 ml,,,94,Botol,1750,12000,
PYRAZINE PA @10gram,PADATAN PRO ANALIS,P56003-10G,1,10 gr,868464,1300000,
ZINC DUST 99% Zn metal powder @1Kg,PADATAN PRO ANALIS,,1,Botol,590600,886000,
Sodium Sulfite | Na2SO3 @500gram,PADATAN PRO ANALIS,,1,Botol,287000,430500,
OXYTETRACYCLINE 100Gram,ALAT,,1,Botol,92200,138500,
Aluminium Oxide Calcined 99% Extra Pure / Al2O3,PADATAN PRO ANALIS,,5,Botol,685500,1028500,
Toner Printer Brother DCP-L2540DW @500gram,ALAT,,1,Pcs,175000,268000,
Ring Pessarium (Pesarium) Rubber Karet @65,ALAT,,1,Pcs,67500,90000,
Ring Pessarium (Pesarium) Rubber Karet @70,ALAT,,1,Pcs,67500,90000,
Mata bor mini drill 1 mm isi 20 pcs,ALAT,,1,Pcs,32700,80000,
Potassium sodium Tartrate @500gr,PADATAN TEKNIS,,2,500 gr,149617,224500,
Tang press for skun 5.5 - 38 mm (HS-38) crimping tool,ALAT,,1,Pcs,239000,350000,
"Mata Bor 0.8mm Tajam Silver PCB 0,8mm Twist Bits 0.8 mm 0,8 Mini Drill",ALAT,,1,Pcs,2728,30000,
Mata obeng set screw driver bit set 40pcs DEWALT DT70702,ALAT,,1,Pcs,267100,325000,
MATA GERINDRA WD POLES 4 INCH - kotakan(isi 25),ALAT,,1,Pack,270700,300000,
Tekiro Obeng TPR (+) PH2x300mm (6) - SD-TR0897,ALAT,,1,Pcs,50850,80000,
"Obeng TPR """"Tekiro"""" Spesifikasi: SD-TR0913 (-)",ALAT,,1,Pcs,68000,100000,
Sarung Tangan Zehn Nitrile Coated,ALAT,,1,Pcs,36225,50000,
Destilasi Set Pyrex 2000ML,,,1,Set,1600000,2750000,
KOH 40% Tk Eceran,CAIRAN REAGEN,,184,ml,40,200,
Water One / Deionized Water / Di Water,,,30,Liter,6200,17000,
Formaldehyde 5 % 50 ML,,,98,Botol,1,25000,
"H2So4 0,1 N",CAIRAN REAGEN,,98,Liter,1,35000,
OLIVE OIL 50 ml,LARUTAN REAGENT,,95,Botol,7000,20000,
"Na2CO3 0,4 M 100 ml",LARUTAN REAGENT,,99,Botol,1,35000,
"Larutan Trichloroacetic Acid TCA 0,1 M 100 ml",,,99,Botol,1,35000,
"Multi Well Culture Plate, PS, 6 Wells, TC Treated, With Lid, Flat Bottom, Sterile / Well Plate 6 Lubang Biologix",ALAT,07-6006,50,Pack,30192,50000,
Formaldehyde 5 % 100 ML,,,99,Botol,1,45000,
Agarose Special Low EEO Himedia 100 gram,PADATAN PRO ANALIS,MB002-0100,1,Botol,1623375,2437500,
MANGANASE (II) CLORIDE MnCl2 100 gram,PADATAN PRO ANALIS,,9,Pack,1,195000,
Beaker Glass DURAN 400 ml,GLASSWARE,,1,Pcs,47000,60000,
"HCL 0,02 N 1 liter",,,98,Botol,1,40000,
Tabung Reaksi 16 x 150 mm Pyrex Tutup Ulir Hitam,GLASSWARE,,6,Pcs,20000,38000,
FeCl3 5% PA Eceran,,,689,ml,150,800,
Nickel (II) Nitrate Ni(NO3)2.6H2O PA Eceran,PADATAN PRO ANALIS,,451,Gram,800,5000,
Clarified Butter / Anhydrous Milk Fat 250 gram,FOOD GRADE,,1,Pack,104000,120000,
Quercetin SIGMA ALDRICH Q4951-10G,SIGMA,Q4951-10G,1,10 gr,1278720,1728000,
Sodium Nitropruside PA Eceran,,,7,Gram,151500,185000,
"ANDROGRAPHOLIDE, 98% Sigma-Aldrich",SIGMA,365645,1,100 mg,1,1432000,
XANTHAN GUM (FG) 250 gram,,,9,Pack,1,76000,
Acarbose 100mg,OBAT-OBATAN,,1,100 gr,17500,25225,
Acarbose 50mg,OBAT-OBATAN,,1,50 gr,11000,17000,
Acyclovir 400 mg,OBAT-OBATAN,,1,400 mg,7000,10000,
Acyclovir 5% Krim,,,1,Pcs,3500,6000,
Adalat oros 30mg,OBAT-OBATAN,,1,3 Blister /Box,270000,350600,
Alleron,,,1,Blister,1500,2000,
Alletrol Com Tetes Mata,OBAT-OBATAN,,1,Blister,18000,24000,
Amaryl-M 1 tablet,OBAT-OBATAN,,1,Blister,47000,62000,
Aminofilin 200mg,,,1,Blister,3500,29000,
Amlodipin 10 mg,OBAT-OBATAN,,1,Blister,5000,7000,
Amoksisilin 500mg,,,1,10 Blister,45000,60000,
Andalan FE,OBAT-OBATAN,,1,2 Blister,17000,23000,
Andalan Laktasi,OBAT-OBATAN,,1,28 Tablet/Blister,12500,17000,
Antasida Doen,OBAT-OBATAN,,1,Botol,5000,12000,
Asam mefenamat 500mg,OBAT-OBATAN,,1,12 Tablet/Blister,2500,4000,
Aspirin,OBAT-OBATAN,,1,10 Tablet/Blister,11500,32400,
Atorvastatin 10 mg,OBAT-OBATAN,,1,Blister,22000,32000,
Atorvastatin 20 mg,OBAT-OBATAN,,1,Blister,30000,39000,
Atorvastatin 40 mg,OBAT-OBATAN,,1,Blister,40000,52000,
Benodon,OBAT-OBATAN,,1,10 Vial/Dos,90000,116800,
Betadine Kumur,OBAT-OBATAN,,1,Botol,25000,33000,
Betadine Vaginal Douche,OBAT-OBATAN,,1,100 ml/Botol,125000,162800,
Biolysin Sirup,OBAT-OBATAN,,1,60 ml/Botol,11500,18000,
Bisoprolol 5 mg,OBAT-OBATAN,,1,Blister,6000,8000,
"Bricasma 2,5mg",OBAT-OBATAN,,1,Blister,5000,65000,
Cairan D5%,OBAT-OBATAN,,1,500ml/flash,9000,12000,
Cairan Infus D10%,OBAT-OBATAN,,1,500ml/flash,9600,13000,
Cairan Infus D5%,OBAT-OBATAN,,1,500ml/flash,9000,12000,
Cairan infus NS,OBAT-OBATAN,,1,500ml/flash,9000,12000,
Cairan NaCl 500 ML,OBAT-OBATAN,,7,Botol,9000,12500,
Cairan NS,OBAT-OBATAN,,1,500ml/flash,9000,12000,
Cairan NS Piggi,OBAT-OBATAN,,1,100ml/flash,8200,11000,
Cairan RL,OBAT-OBATAN,,1,20 Flash/Dus,195000,243750,
Caladine Lotion,,,1,60 ml/Botol,16500,22000,
Candesartan Cilexetil 16mg,OBAT-OBATAN,,1,Blister,13000,17000,
Candesartan Cilexetil 8mg,OBAT-OBATAN,,1,Blister,8000,11000,
Caviplex Sirup,OBAT-OBATAN,,1,Botol,10000,13000,
Cazetine,OBAT-OBATAN,,1,15ml/botol,21000,28000,
Sodium Hydroxide / NaOH Teknis 500 gram,,,91,Pack,8400,20000,
Cefadroxil sirup 125mg/5ml,OBAT-OBATAN,,1,60 ml/Botol,10000,13000,
Cefadroxil tablet,OBAT-OBATAN,,1,Blister,7500,12000,
Cefotaxime inj,OBAT-OBATAN,,1,5ml/vial,7800,11000,
Cendo Xytrol Tetes Mata,OBAT-OBATAN,,1,15 ml/Botol,31000,41000,
Cetirizine,OBAT-OBATAN,,1,Blister,3000,4000,
Cetirizine 5mg/5ml,OBAT-OBATAN,,1,60 ml/Botol,8000,11000,
Ciprofloxacin 500 mg,OBAT-OBATAN,,1,Blister,5500,8000,
Clopidogrel 75 mg,OBAT-OBATAN,,1,Blister,20000,46000,
"Combivent UDV 2,5ml ampul",OBAT-OBATAN,,1,Buah,17000,23000,
CTM,OBAT-OBATAN,,1,12 Tablet/Blister,1000,2000,
CTM 4 mg,OBAT-OBATAN,,1,100 Tablet/Box,8000,11000,
Curcuma Plus Sharpy,OBAT-OBATAN,,1,60 ml/Botol,15000,20900,
Cyclofem,OBAT-OBATAN,,1,20 Buah/Box,189000,245700,
Cyclofem inj,OBAT-OBATAN,,1,1ml/vial,9500,12900,
Depo-Medroxyprogesterone Acetate (DMPA),OBAT-OBATAN,,1,20 Buah/Box,189000,245700,
Deponeo inj,OBAT-OBATAN,,1,3ml/vial,8000,10900,
"Dexamethason 0,5 mg",OBAT-OBATAN,,1,Blister,1500,1900,
Dexamethasone,OBAT-OBATAN,,1,100 Ampul/Pak,265000,344600,
Dexclosan,OBAT-OBATAN,,1,Blister,2000,2900,
Diane 35,OBAT-OBATAN,,1,Pack,173000,224700,
Dicom,OBAT-OBATAN,,1,Blister,18000,23900,
Epinefrin 1 mg,OBAT-OBATAN,,1,100 Ampul/Box,183000,237700,
Ergometrin 0.2 mg,OBAT-OBATAN,,1,100 Ampul/Box,417000,557400,
Erlamycetin Eye Ointment,OBAT-OBATAN,,1,Tube,9800,12900,
Etabion,OBAT-OBATAN,,1,Blister,3400,45900,
Ezefer 10 mg,OBAT-OBATAN,,1,Blister,133500,173800,
Fenofibrat 100mg,OBAT-OBATAN,,1,Blister,25000,38900,
Fenofibrat 300mg,OBAT-OBATAN,,1,Blister,40000,63900,
FG Troches,OBAT-OBATAN,,1,10tab/Blister,17000,23900,
Formyco 2%,OBAT-OBATAN,,1,Tube,24000,33900,
Fungoral 200mg,OBAT-OBATAN,,1,Blister,6000,7900,
Gemfibrozil 300 mg,OBAT-OBATAN,,1,Blister,6000,7900,
Gemfibrozil 600 mg,OBAT-OBATAN,,1,Blister,1,12900,
Gentamicin Cream,OBAT-OBATAN,,1,Tube,2500,6900,
GG (Glyceryl Guaiacolate),OBAT-OBATAN,,1,100 Tablet/Botol,10000,20900,
Glibenclamid 5 mg,OBAT-OBATAN,,1,Blister,2000,2900,
Glicazide 80 mg,OBAT-OBATAN,,1,Blister,5000,6900,
Glimepirid 2 mg,OBAT-OBATAN,,1,Blister,5000,7900,
Grafasma,OBAT-OBATAN,,1,Blister,2500,3900,
Grantusif tablet,OBAT-OBATAN,,1,Blister,5000,6900,
Guaiafenesin,OBAT-OBATAN,,1,100 Tablet/Botol,10000,12900,
Guanistrep,OBAT-OBATAN,,1,60 ml/Botol,7500,9900,
"Hydrocortisone 2,5% krim",OBAT-OBATAN,,1,Tube,4000,7900,
Ibuprofen 100mg/5ml,OBAT-OBATAN,,1,60 ml/Botol,3000,10900,
Ibuprofen tablet 200mg,OBAT-OBATAN,,1,100 Tablet/Botol,30000,38900,
Insto TM,OBAT-OBATAN,,1,Botol,14000,18900,
Interpril 10 mg,OBAT-OBATAN,,1,Blister,7000,9900,
Interpril 5 mg,OBAT-OBATAN,,1,Blister,4400,5900,
ISDN,OBAT-OBATAN,,1,10tab/Blister,2000,3900,
Itraconazole 100 mg,OBAT-OBATAN,,1,Pack,50000,64900,
Kapsul Vitamin A Warna Merah (200.000 UI),OBAT-OBATAN,,1,Botol,1,76900,
KB Suntik kombinasi (2 bulan),OBAT-OBATAN,,1,20Vial/Kotak,1,193800,
KB Suntik Progestin/DMPA (Depo Progestin),OBAT-OBATAN,,1,1 box isi 24 vial,18900,245700,
KCL,OBAT-OBATAN,,1,120 flash 25 ml/Box,1,1468500,
Ketokonazole cream 2%,OBAT-OBATAN,,1,Tube,6500,9900,
"Kolkisin Tablet 0,5mg",OBAT-OBATAN,,1,Blister,10000,12900,
Kontrasepsi pil KB,OBAT-OBATAN,,1,Blister,7500,9900,
Lacto B,OBAT-OBATAN,,1,Sachet,7700,10900,
"Lasmalin 2,5mg",OBAT-OBATAN,,1,Blister,5000,6900,
Lerzin drop,OBAT-OBATAN,,1,Botol,1,25900,
Lerzin Sirup,OBAT-OBATAN,,1,Botol,7000,9900,
Levemir,OBAT-OBATAN,,1,3ml/pen,130000,168800,
Levetran,OBAT-OBATAN,,1,biji,1,7900,
Lidocain,OBAT-OBATAN,,1,2ml/ampul,2000,2900,
Listerin,OBAT-OBATAN,,1,Botol,8500,32900,
Lodia,OBAT-OBATAN,,1,10tab/Blister,4000,5900,
Loratadine 10 mg,OBAT-OBATAN,,1,Blister,3000,3900,
Losartan 50 mg,OBAT-OBATAN,,1,Blister,33000,42900,
Lyvron B-Plex,OBAT-OBATAN,,1,Blister,3000,3900,
Methylprednisolon 4mg,OBAT-OBATAN,,1,Blister,3500,4900,
Metilergometrin,OBAT-OBATAN,,1,isi 100 ampul,427000,555400,
Metronidazole Tablet 500 mg,OBAT-OBATAN,,1,Blister,2500,4900,
Metylprednisolon 8 mg,OBAT-OBATAN,,1,Blister,5000,6900,
Moxam 15 mg,OBAT-OBATAN,,1,Blister,8000,10900,
Mupirocin Salep 2%,OBAT-OBATAN,,1,Tube,22000,46900,
Muzoral Tablet 200 mg,OBAT-OBATAN,,1,Blister,10000,12900,
Natrium Diklofenak 250 gr,,,1,Pack,50000,500000,
Nebacetin salep,OBAT-OBATAN,,1,Tube,2700,12900,
Neo Ultrasiline,OBAT-OBATAN,,1,Tube,9500,12900,
Neurodex,OBAT-OBATAN,,1,Blister,6000,7900,
Nifedipin 10 mg,OBAT-OBATAN,,1,Blister,2000,2900,
Novorapid,OBAT-OBATAN,,1,3ml/pen,130000,168800,
Oksitosin,OBAT-OBATAN,,1,isi 100 ampul,427000,555400,
Omeprazole,OBAT-OBATAN,,1,10 kapsul/blister,4000,5900,
Omeric 300mg,OBAT-OBATAN,,1,Blister,6500,8900,
Oralit,OBAT-OBATAN,,1,Sachet,600,900,
Pamol Syrup,OBAT-OBATAN,,1,Botol,5000,6400,
Pantocain,OBAT-OBATAN,,1,5ml/botol,16000,20900,
Parasetamol 120mg/5ml,OBAT-OBATAN,,1,60 ml/Botol,4000,6900,
Pehacain,OBAT-OBATAN,,1,2ml/ampul,9000,11900,
PELARUT VAKSIN BCG,OBAT-OBATAN,,1,Vial,301281,456500,
PELARUT VAKSIN CAMPAK,OBAT-OBATAN,,1,Vial,179487,272700,
pelarut vaksin MR,OBAT-OBATAN,,1,Vial,611887,927000,
Pioglitazone HCl 15 mg,OBAT-OBATAN,,1,Blister,36000,46900,
Pirofel 10 mg,OBAT-OBATAN,,1,Blister,3000,3900,
Pirofel 20 mg,OBAT-OBATAN,,1,Blister,4000,5900,
Piroxicam 10 mg,OBAT-OBATAN,,1,Blister,1300,3900,
Planotab,OBAT-OBATAN,,1,Pack,5500,7900,
Postinor-28,OBAT-OBATAN,,1,Blister,22000,28900,
Prednison,OBAT-OBATAN,,1,Tablet,250,1900,
Primadex 240mg/5ml Sirup,OBAT-OBATAN,,1,50 ml/Botol,7000,9900,
Primadex 960 mg,OBAT-OBATAN,,1,Blister,1,8900,
Provagin Ovulas,OBAT-OBATAN,,1,Tablet,15000,19900,
Pyrexin 120mg/5ml,OBAT-OBATAN,,1,60 ml/Botol,1,9900,
Ramipril 5 mg,OBAT-OBATAN,,1,Blister,6500,8900,
Renadinac 50mg,OBAT-OBATAN,,1,Blister,3500,5900,
Rosuvastatin 10mg,OBAT-OBATAN,,1,Blister,20000,25900,
Rosuvastatin 20mg,OBAT-OBATAN,,1,Blister,45000,87000,
"Sanmol Drop 60mg/0,6ml",OBAT-OBATAN,,1,Botol,12000,16000,
Sanmol sirup 120mg/5ml,OBAT-OBATAN,,1,Botol,8000,11000,
Scandene Gel,OBAT-OBATAN,,1,Tube,9000,12000,
Spironolakton 100mg,OBAT-OBATAN,,1,Blister,11000,21000,
Spironolakton 25mg,OBAT-OBATAN,,1,Blister,4000,6000,
Suplemen pelancar ASI (ASIFIT),OBAT-OBATAN,,1,Box,58000,76000,
"Symbicort 160/4,5mcg",OBAT-OBATAN,,1,Botol,280000,539400,
Tablet Fe anemolat,OBAT-OBATAN,,1,10 Strip/Dos,50000,64900,
Telmisartan 40mg,OBAT-OBATAN,,1,Blister,49000,74900,
"Tensicap 12,5mg",OBAT-OBATAN,,1,Blister,1,40000,
Tetes mata,OBAT-OBATAN,,1,10ml/botol,12500,20000,
Tetes Telinga,OBAT-OBATAN,,1,100botol/box,10000,13000,
Trinordiol 28,OBAT-OBATAN,,1,Pack,24500,46000,
Trombophob,OBAT-OBATAN,,1,Tube,46000,60000,
Tryclofem,OBAT-OBATAN,,1,20 Buah/Box,175000,227700,
UNIJECT (HEPATITIS B),OBAT-OBATAN,,1,10 Sachet/Box,583000,907000,
Vaksin BCG,OBAT-OBATAN,,1,Buah,258500,391600,
VAKSIN BCG KERING,OBAT-OBATAN,,1,Vial,258500,391600,
Vaksin campak,OBAT-OBATAN,,1,Vial,154000,233700,
vaksin MR kering,OBAT-OBATAN,,1,Vial,525000,795200,
Acetone 150 ML,CAIRAN TEKNIS,,9,Botol,8000,20000,
Cover Glass Herma 22x22 mm,,,1,Pack,18000,22000,
VAKSIN PENTABIO,OBAT-OBATAN,,1,Vial,167200,253700,
Vaksin pentavalen,OBAT-OBATAN,,1,Vial,167200,758200,
Vaksin polio,OBAT-OBATAN,,1,Vial,363000,551500,
V-Bloc,OBAT-OBATAN,,1,Blister,40000,149800,
Ventolin Inhaler,OBAT-OBATAN,,1,Buah,150000,194800,
Ventoline,OBAT-OBATAN,,1,Single Dose,12500,16600,
Vidoran smart tablet,OBAT-OBATAN,,1,Botol,15000,20000,
Vitamin B Complex,OBAT-OBATAN,,1,Blister,1500,2000,
Vitamin B6,OBAT-OBATAN,,1,Tablet,100,1000,
Voltaren Krim,OBAT-OBATAN,,1,Tube,15000,19900,
Water for Inj,OBAT-OBATAN,,1,120 flash 25 ml/Box,6000,8000,
Winatin,OBAT-OBATAN,,1,Blister,4000,6000,
Xylazine,OBAT-OBATAN,,1,50 ml/Botol,1,467500,
Yasmin tablet,OBAT-OBATAN,,1,Pack,220000,324600,
Ring Pessarium (Pesarium) Rubber Karet @60,ALAT,,1,Pcs,67000,90000,
Alkohol Asam 3%,CAIRAN REAGEN,,76,Liter,28000,70000,
HNO3 10%,CAIRAN TEKNIS,,99,Liter,5850,36000,
Ayakan Mesh 40 Stainless Steel,ALAT,,1,Pcs,175000,275000,
Ayakan Mesh 30 Stainless Steel,,,1,Pcs,175000,275000,
Methyl Antranilat,,,37,ml,6000,20000,
"HCL 0,3 N 1 L",MBAK MIRZA,,93,Botol,7000,45000,
Cryotube corning 2ml,,,1,Pack,310800,506000,
Cryotube corning 2ml,,,1,Pack,310800,506000,
Chlorine 5.2%,,,99,1 L,15000,30000,
Kabel HDMI UGREEN 80405 2.1 Male to Male 5Meter,,,1,Pcs,311200,404560,
Peta RBI cetak,,,1,Pcs,162000,210600,
Globe Bola Dunia 30 cm,,,1,Pcs,291000,378300,
